Year,ABW,AFE,AFG,AFW,AGO,ALB,AND,ARB,ARE,ARG,ARM,ASM,ATG,AUS,AUT,AZE,BDI,BEL,BEN,BFA,BGD,BGR,BHR,BHS,BIH,BLR,BLZ,BMU,BOL,BRA,BRB,BRN,BTN,BWA,CAF,CAN,CEB,CHE,CHI,CHL,CHN,CIV,CMR,COD,COG,COL,COM,CPV,CRI,CSS,CUB,CUW,CYM,CYP,CZE,DEU,DJI,DMA,DNK,DOM,DZA,EAP,EAR,EAS,ECA,ECS,ECU,EGY,EMU,ERI,ESP,EST,ETH,EUU,FCS,FIN,FJI,FRA,FRO,FSM,GAB,GBR,GEO,GHA,GIB,GIN,GMB,GNB,GNQ,GRC,GRD,GRL,GTM,GUM,GUY,HIC,HKG,HND,HPC,HRV,HTI,HUN,IBD,IBT,IDA,IDB,IDN,IDX,IMN,IND,INX,IRL,IRN,IRQ,ISL,ISR,ITA,JAM,JOR,JPN,KAZ,KEN,KGZ,KHM,KIR,KNA,KOR,KWT,LAC,LAO,LBN,LBR,LBY,LCA,LCN,LDC,LIC,LIE,LKA,LMC,LMY,LSO,LTE,LTU,LUX,LVA,MAC,MAF,MAR,MCO,MDA,MDG,MDV,MEA,MEX,MHL,MIC,MKD,MLI,MLT,MMR,MNA,MNE,MNG,MNP,MOZ,MRT,MUS,MWI,MYS,NAC,NAM,NCL,NER,NGA,NIC,NLD,NOR,NPL,NRU,NZL,OED,OMN,OSS,PAK,PAN,PER,PHL,PLW,PNG,POL,PRE,PRI,PRK,PRT,PRY,PSE,PSS,PST,PYF,QAT,ROU,RUS,RWA,SAS,SAU,SDN,SEN,SGP,SLB,SLE,SLV,SMR,SOM,SRB,SSA,SSD,SSF,SST,STP,SUR,SVK,SVN,SWE,SWZ,SXM,SYC,SYR,TCA,TCD,TEA,TEC,TGO,THA,TJK,TKM,TLA,TLS,TMN,TON,TSA,TSS,TTO,TUN,TUR,TUV,TZA,UGA,UKR,UMC,URY,USA,UZB,VCT,VEN,VGB,VIR,VNM,VUT,WLD,WSM,XKX,YEM,ZAF,ZMB,ZWE
2000,,5.829365971,,3.710301722,1.90859938,7.2333703,5.88990307,3.994854587,2.37413526,8.46696377,4.19581175,,4.69438457,7.61383343,9.20371437,2.94894385,6.17697144,7.9991765,3.09882951,3.31752229,2.00194621,5.82971001,3.56132603,3.80487037,7.65342188,5.46676111,3.92283607,,4.39554119,8.33481598,5.33187246,2.5432477,4.31020021,5.82725811,4.32829618,8.27567863,5.709228925,9.3748436,,7.03517628,4.47341394,5.59964752,4.29790974,1.45309758,1.69392455,5.63529348,7.31747961,4.43401194,6.59314299,4.728298003,6.58189821,,,5.30800056,5.71755314,9.8881979,2.93908072,5.3237443,8.10438347,4.88427496,3.48903275,3.958370741,4.874947107,6.184594733,4.892323986,8.028001985,3.31528974,4.92244291,8.638224454,5.76670074,6.79921818,5.15698433,4.3650465,8.431832388,5.091782915,7.09253168,3.42441201,9.58447742,,7.76511145,2.90536857,7.28434992,7.39698839,3.00223541,,4.74565029,6.63892317,6.84018946,2.14664936,7.24332571,5.35886383,,5.69112062,,4.19365501,9.475063878,,6.26817942,4.28324617,7.70187807,6.87873936,6.77804375,5.251976436,5.134446733,3.612677026,3.337382833,1.90931416,3.834185429,,4.03493309,,5.90528059,4.73503828,,8.95112514,6.80195379,7.56665564,5.64462566,9.63493919,7.15091324,4.16031075,4.63926125,4.41414976,6.54116726,8.64500046,4.66796207,3.89759398,2.51490784,6.501447797,4.27513599,10.83669186,4.07415962,3.42542052,5.43346453,6.579403067,3.475173622,4.057645597,,4.24654055,3.796403002,5.040490577,5.85720491,5.350161528,6.1917491,5.90136147,5.45028639,,,3.97807431,1.73431444,4.93830538,5.23104906,7.73655844,4.495162672,4.44912481,19.52712822,5.0590194,8.86991501,5.4667201,6.59914446,1.70140898,4.77164369,,4.87263823,,2.61787701,4.65043879,2.89581966,3.35252881,2.52807355,12.25313596,9.79146862,,7.19839239,3.1973834,5.23883677,7.7069602,7.71215487,3.57357407,18.12375069,7.4700222,9.396823825,3.06354713,4.653684018,2.88552141,6.9129467,4.6005969,3.15481424,8.87392807,1.97246671,5.29816675,3.689827998,,,8.37818336,5.50297928,,4.949118748,9.627063962,,2.00865221,4.20876122,5.01481104,4.26349449,3.716698971,4.2115941,3.60664463,3.56931567,3.34336376,5.28381252,11.51732349,8.92467785,5.86393833,,6.50382948,5.098877835,,5.098105708,4.681607049,10.51173401,6.28476238,5.30256939,7.80406952,7.32689953,4.60951757,,4.61071825,4.34962416,,5.45750713,3.958786542,5.039031494,3.30968809,3.10125184,4.26492453,6.89164257,6.591411726,,4.77164369,2.926934,3.716698971,5.098105708,4.23492432,5.04834366,4.59957218,24.24389076,3.41529965,7.56050587,5.30685234,5.501150156,10.00623417,12.54207516,5.21655655,4.29551268,7.33427238,,,4.84926939,3.31252217,8.683505951,4.39660835,,4.66606522,7.43741989,7.15237093,
2001,,6.188641139,,3.672106509,4.48351622,7.13952398,5.93786001,4.29616012,2.48437047,8.62096786,4.64563894,,5.43587589,7.69622898,9.26942921,2.75584769,6.40484381,8.14988804,3.24531007,3.24898624,1.98674393,6.85958767,3.68104196,3.92440891,7.27702522,5.9044199,4.58810091,,4.82522202,8.5499382,5.52529192,2.54193902,4.85057402,6.15671682,3.95108914,8.65530014,5.912227554,9.73037529,,7.15104103,4.22035074,4.79337454,4.09759188,2.6104486,2.37584233,5.94238234,6.48650169,4.75244379,6.49965191,4.557524868,6.98209763,,,5.33940458,5.88764715,9.92046165,2.8072207,4.6450181,8.44832611,4.88183308,3.83787704,3.857461461,5.121017109,6.218204987,5.176674552,8.219947485,3.73755836,5.40030336,8.740060526,5.91931629,6.76895761,4.77708292,4.72316694,8.554447921,5.505339285,7.25090408,2.90547323,9.70562744,,8.45260048,3.15246534,7.6549964,7.37039232,3.38096738,,4.88879013,5.62362909,6.39969349,2.20369768,7.9878397,5.62456989,,6.40109396,,4.02737045,9.965340282,,5.92998314,4.641426167,7.19601297,6.60283327,6.82614756,5.309335938,5.198480357,3.730103728,3.271402458,2.17417526,4.102592326,,4.26278067,,6.39933586,5.10817003,,8.81703854,7.22640753,7.73760843,5.15652943,9.88527393,7.35919762,3.47096658,4.8036828,4.27703285,7.01158857,12.32934475,4.42555857,4.4276228,3.60882568,6.601350234,4.29031658,10.56954956,3.28853774,4.05162811,5.71999931,6.706313561,3.916398815,4.59500496,,4.19324636,4.039524765,5.088438815,6.37439108,5.263050426,6.00597954,6.410923,5.78918362,,,4.12981606,1.76262319,5.19482327,5.57643795,8.21364975,4.840016802,4.8203578,16.99476814,5.097021733,8.3815918,4.51965237,7.03746319,1.79581273,5.124929959,,4.31723738,,3.53841853,4.81714439,2.96084642,2.98039699,2.68892479,12.92127783,9.67593479,,7.18203688,3.18946886,5.48459768,8.05945873,8.02202415,4.34851074,15.50226784,7.5789361,9.888025667,3.08315206,4.720793128,2.70667195,6.8341074,5.01690674,2.94705772,7.8959136,2.24807811,5.6786437,4.021255024,,,8.40724277,5.04289389,,4.937560857,10.1260517,,2.31433153,4.37598133,5.23752975,3.89250112,3.88358823,4.46173573,3.36456847,3.87414145,3.16302657,7.07210302,10.9725275,8.82467365,5.70188189,,6.86536217,5.225885743,,5.226168943,4.681517838,10.83265495,4.09541416,5.3315053,7.87602425,7.89881182,5.13895321,,5.39469767,4.49366331,,5.2932992,3.857805419,5.333869323,3.42276573,3.02623034,4.57802582,8.14875412,6.714812985,,5.124929959,3.33561158,3.88358823,5.226168943,4.0346489,5.09929466,4.88784933,19.18874931,4.23551702,8.34374809,5.72534418,5.472471563,10.64465904,13.2191925,5.34027767,4.29704428,7.85063791,,,5.7281065,3.39338827,9.081128161,3.93347454,,4.94514799,7.45108652,6.55248451,
2002,,5.766620007,9.44338989,3.270579453,3.32946134,6.90934134,6.09685135,4.277569177,2.71770859,7.64670229,7.61358738,,5.28793621,7.89332151,9.3947649,2.73274231,6.47216082,8.3182106,3.039397,3.34058619,2.15190268,7.0809865,3.85486555,3.81251955,7.12647152,5.81475353,4.65947151,,4.89645052,8.70437145,5.86123419,2.52989697,4.45451164,6.42154217,4.18027496,8.88823891,6.163039345,10.13844776,,7.26602364,4.34825134,4.3950634,4.29549456,2.55746818,1.87626672,5.73295689,6.49571133,4.75569439,6.89989567,4.679651571,7.11481667,,,5.61565971,6.19887209,10.18361187,3.58787632,4.6531105,8.70251179,4.98649025,3.7300415,3.911512571,4.838056476,6.18296932,5.419977768,8.475975677,4.45758963,5.5107379,8.960287002,6.68851233,6.80052805,4.70043564,4.7126298,8.776603659,5.025974141,7.62769508,2.983495,10.02218628,,7.8972044,3.33045912,8.02424622,8.03379822,2.99873066,,5.36134958,6.2633357,6.15985727,2.34778309,8.23378086,6.1756978,,6.34377003,,4.21835184,10.38359213,,6.2445755,4.807465157,6.20467758,5.98888016,7.12101698,5.182005107,5.070249277,3.698156778,3.010464895,2.03304791,4.270294911,,4.24016762,,6.67451334,4.75592756,,9.48969269,7.1476779,7.86693525,4.74544334,9.65557861,7.47336435,3.61480379,4.95862436,4.59219551,7.23534822,11.9012785,4.47624588,4.16491032,3.57235289,6.43132085,3.69751263,9.2884903,2.78770471,4.89009905,6.01848078,6.530318651,4.073305576,4.854216316,,4.17312145,3.883416703,4.965954496,5.95861387,5.305906556,6.13646746,6.73847198,5.77924252,,,4.42979431,1.78920603,6.1694479,5.76798916,8.78440094,4.747115078,5.0716424,14.88930321,4.968076673,8.97826958,5.00057983,7.71259499,2.33216,5.086338636,,4.43462038,,3.8791213,5.37182045,3.23190355,3.77586961,2.68479466,13.674566,9.89039803,,7.33611679,2.49063969,5.73315907,8.64913177,9.00061893,4.49261379,13.19443321,7.90045929,10.30572998,3.18044019,4.919209573,2.82704639,6.96316957,5.21535921,2.7333045,8.01948452,2.64306617,6.07919645,3.805205019,,,8.56267643,4.19174957,,5.217674686,10.55538003,,2.45663571,4.57694626,5.51606607,3.66946197,3.942825724,4.2493763,3.30010867,4.08059502,3.358464,10.78039742,11.42101955,8.77833939,5.51470137,,8.06561947,4.717017219,,4.716746352,4.862189798,10.66430473,5.70779514,5.50947618,8.02119923,8.20682907,5.5229826,,4.55957556,4.52328491,,7.26787472,3.911840802,5.56949624,3.44982672,3.33472419,4.43647242,7.0219698,6.533811553,,5.086338636,3.53002739,3.942825724,4.716746352,4.72302485,5.37092733,5.06227875,13.28484821,4.68907642,8.75128365,5.99220037,5.377276779,10.51725101,14.00746441,5.24231815,4.30659676,7.71829414,,,4.57058716,3.9043777,9.413338264,4.64051867,,4.83237982,6.88287115,6.79403543,
2003,,6.134532867,8.94125843,4.663837004,3.54797316,7.06348991,5.52953768,4.093474817,2.64634395,7.11225414,7.17936134,,5.58626556,7.90449524,9.5472393,2.73488688,6.31327724,9.20770645,3.03365588,3.53623772,2.19150281,7.19987392,3.98856878,4.01998568,8.03272915,5.96711493,4.56673813,,5.19709635,8.19710159,6.68377304,2.59788561,4.00747824,6.17618656,4.23487663,9.04279232,6.397763123,10.40008259,,7.33330393,4.38032389,4.54102564,4.26849031,3.7208724,2.11587858,5.77505875,6.15899706,4.50008631,6.99989271,4.50641459,7.10295439,,,5.63568783,6.55446577,10.40197659,3.97685766,4.84617901,8.9036293,4.38888311,3.60104108,3.97840419,4.933963418,6.279534573,5.352721863,8.664082067,5.42486,5.2242527,9.171737742,7.33703375,7.56392097,4.85959911,4.89970922,8.994687639,5.395921038,7.93805122,2.97298193,10.08283329,,9.57150459,3.5369184,8.21229839,8.2554884,3.02463651,,4.77804708,5.31111097,6.50510693,1.94392169,8.44915676,5.28485727,,6.47980595,,4.2945528,10.55353041,,6.8900466,5.02419947,6.35693502,5.76704884,8.11923409,5.185145447,5.115144038,4.249240875,3.956115956,2.30133748,4.496983228,,4.00848055,,7.00860691,5.13223505,2.99196029,9.97767162,7.08944702,7.83297729,4.22014093,9.11606026,7.61100292,3.72335052,5.16911125,5.82382107,6.94984961,10.66935253,4.77042294,4.4238739,3.23327255,6.666360364,4.47920704,8.67684746,3.17808437,4.10041189,5.85375929,6.723762196,4.270339497,5.251143446,,3.76927328,4.020331022,5.030972932,5.62080336,5.221027106,6.17941618,6.97271538,5.49818659,,,4.55366516,2.08311176,5.85097837,5.51154327,6.77857542,4.618159846,5.81486464,14.54764271,5.026896467,9.00857735,5.05147505,7.94301176,2.25504756,4.983565372,,3.51071429,,4.01965427,5.29233122,3.22486687,4.67483664,2.93745017,14.12441411,10.0339632,,7.00044632,5.05360985,6.08317614,9.05657005,9.21471977,4.39844322,9.53113556,7.72169209,10.50982545,3.17294717,5.253698123,2.43137884,6.61838865,5.1522069,3.19143724,9.02106476,2.39713621,5.96231365,4.734303813,,,8.90702629,4.2982316,,4.768291989,10.73763256,,3.52963948,5.37136745,5.15845108,8.02439117,3.716594026,3.97909737,3.89187932,4.3290267,3.60699248,7.90572548,10.82904911,8.4062252,4.87550592,,8.13506126,5.565553262,,5.565266304,5.061380521,12.62009716,5.23449087,5.44849873,8.09883595,8.31443501,6.37864399,,5.35819769,5.11782169,,5.5094099,3.97874035,5.486577857,3.50267553,3.24312663,4.70218658,8.51216888,6.729225897,2.56448698,4.983565372,3.47720265,3.716594026,5.565266304,4.18767166,5.46378517,5.01427698,15.41858196,5.34231472,8.65062141,6.54574108,5.414103217,10.44789505,14.52157784,5.29065943,4.18275356,7.50703812,,,4.65504885,3.50691938,9.557284599,4.2858696,,5.75758314,6.91403675,7.18999434,
2004,,6.243614402,9.80847359,4.506436618,3.96719909,6.77337217,5.27981806,3.79669911,2.46204352,7.22868299,6.05510092,,5.11667967,8.10948753,9.70939827,2.66530418,7.70102644,9.36668777,3.07281566,4.74466419,2.21405101,6.89090872,3.47338176,4.04628181,9.06270218,5.93219662,4.43332624,,4.86315727,8.13533783,7.31510305,2.54709625,4.46532822,5.79530239,4.20026016,9.09723568,6.359465458,10.47868919,,6.90115023,4.25689554,5.15417147,4.01539326,4.32298088,2.10554647,5.79892826,6.03137445,4.37710667,6.65927315,4.733052,6.83178759,,,5.40558147,6.3854723,10.14598751,3.32442927,4.74520159,9.00743198,4.2877388,3.5440731,3.887117515,4.882919357,6.250809261,5.123907038,8.647813969,5.55078459,4.85732365,9.197182583,7.00984907,7.65912247,5.119555,4.31281853,9.000405416,5.089463704,8.05912876,3.25768542,10.16429329,,12.02715683,3.33139825,8.48447704,8.3163681,3.10012674,,4.78207541,5.40308571,7.66747808,1.73176396,8.09390354,5.36568451,,6.5285573,,4.72486782,10.51086412,,6.85484314,5.262707898,6.56943607,5.85191727,7.77005482,5.115207442,5.050730773,4.239762044,3.760594299,2.17213154,4.678347957,,3.95739198,,7.22511625,5.18574619,3.84302664,9.46441174,7.02626944,8.16549301,4.80435324,9.02237034,7.65719414,3.98307776,5.3449378,6.20281315,7.0939908,12.42028809,4.51044226,4.38896513,2.7573216,6.745106106,3.54057336,8.00453377,7.87571001,3.49171281,5.3244772,6.742127495,4.521316843,5.435104211,,4.17515469,3.981405609,4.973916011,5.63196611,5.115910979,5.50604343,7.34548569,6.23694801,,,4.72918844,2.12533855,7.47486877,6.13453531,7.48356962,4.363956503,5.9539032,17.2536068,4.965596132,8.46505356,5.21853399,8.11969376,2.12147737,4.843089542,,3.57047367,,4.15233994,4.78011036,3.36119127,5.73337364,2.87255526,14.18242002,10.34174252,,7.28933811,4.63368416,6.05740356,9.1107645,8.82115746,4.61542797,6.57316828,7.90090561,10.47992581,2.97564673,5.01195534,2.34722686,6.99114799,4.8343029,3.16792512,9.97902298,2.5798316,5.8686347,4.797596572,,,9.3029995,4.23106956,,5.178097575,10.7102747,,3.0744617,5.47733545,4.755548,8.54291725,3.69299437,3.58400607,4.15593481,4.51964331,3.15019822,8.41857719,10.96054268,8.49746799,4.90734005,,8.24590302,5.571944254,,5.571447749,4.954901855,11.87253094,5.84803867,6.37190485,7.93957281,8.12580395,6.81432486,,5.19606733,4.47935343,,5.50012684,3.887493285,5.278141589,3.69210696,3.13893557,4.79911184,10.57751369,6.750672237,1.74315083,4.843089542,4.47306395,3.69299437,5.571447749,4.30805206,5.45323801,4.90964413,10.56772137,5.7373414,10.28578472,6.16856956,5.331722251,9.01818657,14.60988235,4.9366169,4.07436132,6.78156996,,,4.82393265,3.53991532,9.456146436,4.64893484,,5.51440477,6.81141186,7.04994965,
2005,,6.067345436,9.94828987,4.351285387,2.85219526,6.33554173,5.5754261,3.485452257,2.32019687,7.61078882,5.8618803,,4.9945569,7.99008226,9.62702942,2.26107669,8.42368507,9.26218891,2.93186998,4.44255877,2.27546501,6.89011431,3.17561626,4.03196478,9.05223751,6.27653837,4.43362761,,5.07408142,8.04407787,6.76892185,2.22967577,4.01967382,5.02534151,4.22886753,9.06438637,6.366578781,10.29438877,,6.58871555,4.14221525,5.2876687,4.09552193,4.15535212,1.87587202,6.06709814,5.82406998,4.27364111,6.69515944,4.661666654,8.75525475,,,5.43580961,6.38101006,10.31149673,3.22467232,4.97772503,9.0905695,4.35391188,3.2351613,3.882785985,4.831596052,6.200640477,5.102300792,8.630433393,5.57841349,4.92229176,9.294958639,6.8641758,7.73195314,5.05801439,4.10098124,9.07078545,4.651087809,8.28795624,3.25656676,10.2148447,,17.73306656,2.93410254,8.53398705,8.30393314,3.97779608,,4.04244757,5.37833881,7.22372293,1.49995625,8.56466961,5.14460278,,6.36888361,,4.97511816,10.54248545,,7.50086403,5.369789412,6.90637589,5.50935555,8.00078201,5.081533553,5.026131399,4.310961712,3.84629377,2.58409047,4.761125166,,3.79116249,,7.64780617,5.30572176,2.89739919,9.14713573,7.12387037,8.33931828,4.54581738,8.86274529,7.78066874,3.90172386,5.31436777,7.45010662,6.8537817,11.50768661,4.74087763,4.61782169,2.37762237,6.802245535,3.33673215,7.55121279,8.96836472,2.59774685,5.4291873,6.738978117,4.43862852,5.401529818,,4.00972605,4.038981601,4.968822573,5.06624413,5.091813009,5.64197302,7.18256855,5.86492682,,,4.76469755,2.11626101,7.96396065,6.00515699,8.82753468,4.105467486,5.83612156,21.46204185,4.96115642,7.67907524,5.19538116,8.68079185,2.14332175,4.623339636,,3.7552557,,4.92094421,4.57625818,3.56529307,6.05505085,2.80124164,14.14820655,10.34465313,,8.19811249,4.46591949,6.22468948,9.09666824,8.32839584,4.50666952,10.30554295,8.27334881,10.51812276,2.5871408,4.616022796,2.70793581,6.09434938,4.58631945,3.90041852,9.39352322,2.4435885,5.80728388,4.521007378,,,9.43935204,4.08303881,,5.627200813,10.7794661,,2.56908822,5.52778149,4.76693487,8.77702618,3.619945145,3.41867018,4.09418106,3.66860914,3.03367925,9.97739887,11.03773403,8.43694401,4.93229675,,8.28380585,5.381964334,,5.381472247,4.648211353,11.5197401,5.61497545,6.58870029,7.99595737,8.14698315,7.37623358,,4.9772644,4.10969782,,4.84111166,3.883124274,5.248837427,3.96861029,3.15972185,5.21024704,9.55530357,6.717027368,1.34485495,4.623339636,4.16234112,3.619945145,5.381472247,4.43451166,5.3973608,4.89389706,11.35907459,6.32282591,11.36374092,6.3461585,5.293048386,8.4265871,14.60567665,4.87732983,4.03522491,6.05509043,,,5.09650564,3.30528617,9.371431302,4.76252794,,5.20585251,6.70575714,6.86332226,
2006,,5.984721476,10.62276554,4.23547135,2.68553543,6.00927687,4.93509436,3.481131123,2.3254137,7.64032841,5.85007095,,4.63347101,7.98943853,9.5311327,2.06678391,9.94232273,9.16210842,2.96771049,5.09151554,2.32201099,6.52544594,3.06248927,4.30935764,9.17218685,5.76295853,4.51539469,,4.6608758,8.25891399,6.58324289,1.90329325,4.29145336,4.77372456,4.31175089,9.34515572,6.222578025,9.81838131,,6.03516722,3.91870999,5.75623083,4.0291419,4.29650307,1.78239918,6.33551502,5.68997049,4.48974991,6.96992493,4.599543655,8.2719059,,,5.46357489,6.19553137,10.17961693,3.48426819,4.78092194,9.16879559,3.99365425,3.35510325,3.735552066,4.844070405,6.001747471,5.082789503,8.564666074,5.687222,4.84190083,9.287415426,6.85840464,7.82912683,4.76530361,4.45757294,9.040061795,5.029309506,8.2841177,3.34798169,10.39308834,,10.74129105,3.1450901,8.69737816,7.84626532,3.9613142,,3.61067438,5.41599321,7.08390236,1.51862013,8.25866985,5.11352158,,6.59030056,,5.21391296,10.58633215,,7.86318684,5.489050623,6.97705221,5.5010376,7.78737354,5.04297371,4.994517979,4.380585151,3.907642897,2.67202187,4.876730913,,3.63477802,,7.5133214,5.19862604,2.42247868,8.82959843,6.91167355,8.43673038,4.20788145,8.0562067,7.80784273,3.39824891,5.87344599,8.3118391,6.11876678,11.57650661,4.98203421,4.94396782,2.25313878,6.88521418,2.93200922,8.65032196,7.47355461,2.51467609,5.7279315,6.897348068,4.520064025,5.530813639,,3.97986293,4.000670968,4.909113058,5.69018555,5.013709336,5.83789873,6.70838261,5.7398572,,,4.94123936,2.01935983,8.78570271,5.88660622,8.04819012,4.02576565,5.65525532,21.33277702,4.898244752,7.38314629,5.45656061,8.83756351,2.14394999,4.55554625,,3.74971509,,4.59433174,3.48422456,3.65428853,6.91642094,3.12453246,14.23517222,10.27619934,,8.27885628,4.25775146,6.35756493,9.08055115,7.91272211,4.0425086,12.41761398,8.63299561,10.57413234,2.31092191,4.278333136,3.00717139,6.45193529,4.53801537,3.94585061,9.66567612,2.42600322,5.8007226,4.43280901,,,9.1355257,4.23303318,,5.383074189,10.85371394,,2.20338106,5.07106066,4.76170969,7.82786894,3.542191714,3.6192224,4.88544321,3.71245098,2.9347465,9.11269093,10.39399529,7.92342138,4.99470377,,8.49389839,5.237198964,,5.236566662,4.365967882,8.2809639,6.27044153,6.85076714,7.82322741,8.04736423,7.82560015,,4.67818308,3.77771473,,4.86643076,3.735857247,5.222365544,4.15860939,3.09970689,5.03254795,8.41321373,6.883268572,1.02515864,4.55554625,5.50721884,3.542191714,5.236566662,4.15432024,5.38218164,5.14591694,13.37901974,7.59827948,11.79276943,6.41695166,5.221151327,8.41139698,14.70215797,4.84634113,3.84620953,8.0986166,,,5.39199686,3.32175636,9.285587849,5.01838207,,5.52930164,6.58706188,5.87367344,
2007,,5.918841865,9.90467453,4.036949073,2.97439122,6.31683397,4.9255476,3.569070578,2.56569624,7.83455086,5.49814034,,4.44986248,8.06755352,9.53209686,1.99021435,10.5808115,9.16709423,2.89010143,5.88637829,2.38769174,6.16035938,3.30373311,4.4963069,9.5306015,5.88534021,5.23698997,,4.6968894,8.20776176,6.05583191,1.94069541,4.02995634,5.33311653,4.63511133,9.43898201,6.13481198,9.62940121,,6.17537546,3.65868473,6.29261971,3.9596808,4.23824692,2.24364161,6.49102831,5.46857214,4.18900156,7.03324175,4.813138556,10.96749115,,,5.35744858,6.01604843,10.05104923,3.41498637,4.79109907,9.3251543,4.20732832,3.82141781,3.568267248,4.823247741,5.792276522,5.026410857,8.464212712,5.8648901,4.44493246,9.189549601,5.2786293,7.9183569,4.98330879,5.00128365,8.930258843,4.91362889,8.08359337,3.41514993,10.33102131,,11.0585041,3.1515007,8.87322426,7.64387417,4.06612778,,3.43229818,4.9471097,7.36150503,1.57125568,8.39808178,5.23867893,,6.35892963,,5.54291868,10.56773497,,8.08494949,5.550565755,7.46290779,5.90158033,7.21529293,4.96050133,4.917157776,4.337792898,3.794518092,2.87617064,4.886041916,,3.51754212,,7.80248547,5.03977919,3.10637736,8.63206863,6.88591146,8.13610077,5.32057667,8.30104733,7.89046049,2.70314837,5.99706984,6.93210649,4.9026823,11.35285187,4.79733467,5.11490726,2.13314509,7.054255225,3.15345573,8.54391384,9.38743019,2.43791389,5.75801229,7.038985567,4.53830624,5.684754954,,3.95131898,3.954604439,4.837183953,6.76945686,4.923730872,5.75847721,6.23472404,5.54140186,,,5.42293549,1.78801608,9.18260098,5.20624304,8.30568123,4.064486109,5.76644516,17.32696533,4.822586425,6.57065344,5.25366783,8.21537113,2.04593039,4.598379552,,4.07522774,,4.57105637,3.72460938,3.57065129,7.66315603,3.08224082,14.41304837,10.79394531,,7.6251688,3.90997219,6.95643044,9.05292511,8.05085373,4.18959427,24.2627964,8.3210659,10.56149121,2.4257648,4.183331379,3.13823009,6.92857409,4.40380144,3.91954136,9.85682011,2.42102098,5.87294197,4.378664855,,,9.06500053,4.17510653,,5.166669567,10.84894652,,1.9733299,5.02223349,4.74311066,8.23888397,3.480995372,3.56229401,5.66269207,3.34080577,2.83749056,8.57335758,10.03516102,7.63829565,5.13984585,,9.37649155,5.105215248,,5.104209777,4.32040521,8.16975498,5.59070206,7.17735386,7.51139164,7.99017382,7.93004131,,4.08972359,3.72242856,,4.34313393,3.568531615,5.187706447,4.4334507,3.19277501,5.54050112,5.28883219,6.986346181,1.06450105,4.598379552,4.59965992,3.480995372,5.104209777,4.1536026,5.42856932,5.23760796,11.2719593,6.88427973,11.68179512,6.01705217,5.131858049,8.14048386,14.91858959,4.63314533,3.98138881,7.78344584,,,5.46279955,3.04861021,9.123355036,4.87175083,,5.82077599,6.4313159,4.35264969,
2008,,5.778916072,10.25649548,3.857527275,3.32290339,5.139081,5.80598593,3.403382629,2.92847514,8.1826973,6.63976574,,4.2048173,8.25585651,9.72564602,1.93880868,9.23542786,9.63237667,2.69258809,5.22738886,2.34595656,6.28771019,3.28510404,4.8630805,9.68943882,5.47281408,5.59683084,,4.60677242,8.01598835,6.47676373,1.86958551,3.30082774,5.7820034,4.02794027,9.59853268,6.37705298,9.75355244,,6.74047899,3.87722778,6.31469202,3.82387352,4.89141369,2.5532465,6.84192705,5.21697044,3.58312869,7.51461315,4.706854231,11.31422806,,,6.01427698,6.35973358,10.2510128,3.19098687,5.04968786,9.51134396,4.72506762,4.20188236,3.734015981,4.780255824,5.944196635,5.072178529,8.639933789,5.81637669,4.46634817,9.488981874,6.41520452,8.3818779,5.71032381,4.28063917,9.199946741,4.529797041,8.34310627,3.1846714,10.51212215,,11.99137974,2.794451,9.16623402,8.68152046,4.19730759,,3.26221275,4.6473093,6.95112944,1.82917058,8.82774258,5.386199,,6.2551446,,5.58608246,10.7519692,,8.60362625,5.337746028,7.725914,6.01590109,7.09688091,5.016332549,4.963894799,4.23128189,3.630826104,2.61300087,4.880435716,,3.51468062,,9.10202408,5.2816844,3.03573871,8.58694077,6.96814823,8.53282356,5.61143064,8.75392818,8.19951439,3.04952645,6.04985666,6.5251193,6.60109425,14.07539082,5.49402666,5.39896727,1.93336701,7.076846489,2.76727295,7.78850412,7.44848108,2.63571715,5.64452124,6.999901996,4.430209563,5.82061513,,3.98465252,3.944250191,4.881124005,7.24728012,5.025705452,6.28756523,6.53840208,5.61553001,,,5.30251694,1.92404652,9.1230526,4.71599674,11.47104168,3.971601912,5.69886971,16.73014832,4.867442426,6.55317593,5.04541206,7.96253681,2.13979745,4.71224231,,4.55693007,,4.70943069,3.89292169,3.99199653,8.59821701,3.02357388,14.74322328,9.92570686,,7.39009905,3.69581532,7.16700697,9.27660465,7.96075296,4.35452127,22.9958477,9.11295509,10.77548151,2.01222706,3.820555908,2.92312145,6.84644938,4.4459281,4.02792263,9.44878292,2.13526058,6.37348223,4.178981482,,,9.34049129,4.16150522,,4.943118551,11.07281092,,1.60012186,5.02274227,4.89866781,7.94808626,3.45440703,2.97100711,5.42313623,3.47299719,3.19488454,6.48675108,9.87387657,7.66487646,5.44675636,,9.48246384,4.89367868,,4.892950125,3.99686092,7.11202765,5.08278036,6.9563446,7.85466576,8.20660114,8.85792923,,3.99024963,3.39762759,,4.05955124,3.734205502,5.297410123,4.43673515,3.45933962,5.91206694,5.90518856,6.946052068,1.02795136,4.71224231,6.13215828,3.45440703,4.892950125,3.65757036,5.41714668,5.21761799,10.74156666,5.55704737,10.39849472,5.49728012,5.172213781,8.82686996,15.28626251,4.79835844,4.08864832,6.40868616,,,5.14778042,3.04926729,9.132218412,4.65748072,,5.76191616,6.54576063,4.01207542,
